,M
56451,304
56452,351
56453,117
56454,4
56455,-139
56456,-99
56457,-93
56458,-255
56459,-223
56460,-250
56461,-219
56462,-387
56463,-953
56464,-1233
56465,-1217
56466,-1244
56467,-1363
56468,-1849
56469,-1911
56470,-1771
56471,-1722
56472,-1692
56473,-1819
56474,-1619
56475,-2389
56476,-2334
56477,-287
56478,-484
56479,-1161
56480,-793
56481,-875
56482,-467
56483,-474
56484,-718
56485,-357
56486,-212
56487,-93
56488,299
56489,310
56490,318
56491,372
56492,673
56493,994
56494,985
56495,1314
56496,1442
56497,1309
56498,1365
56499,1510
56500,1800
56501,1904
56502,1837
56503,1838
56504,1705
56505,1619
56506,1272
56507,1484
56508,2049
56509,1689
56510,1448
56511,1467
56512,1251
56513,1363
56514,1497
56515,1417
56516,1263
56517,999
56518,761
56519,1040
56520,910
56521,582
56522,519
56523,234
56524,-61
56525,-13
56526,1
56527,-306
56528,-340
56529,-10
56530,23
56531,-53
56532,-119
56533,-72
56534,180
56535,159
56536,34
56537,-37
56538,-213
56539,-323
56540,-561
56541,-639
56542,-690
56543,-702
56544,-814
56545,-938
56546,-801
56547,-559
56548,-98
56549,137
56550,84
56551,328
56552,647
56553,698
56554,584
56555,633
56556,741
56557,927
56558,1146
56559,1084
56560,982
56561,1216
56562,1549
56563,1819
56564,1752
56565,1792
56566,1752
56567,1780
56568,2071
56569,2137
56570,1993
56571,2112
56572,2128
56573,2012
56574,1848
56575,1872
56576,1765
56577,2090
56578,2504
56579,2349
56580,2501
56581,2817
56582,2798
56583,2884
56584,3137
56585,3134
56586,3132
56587,3161
56588,3260
56589,3212
56590,2923
56591,2651
56592,2294
56593,1924
56594,1629
56595,1422
56596,1315
56597,1157
56598,1161
56599,1212
56600,1197
56601,1149
56602,1205
56603,1353
56604,1405
56605,1311
56606,1363
56607,1602
56608,1503
56609,1536
56610,1764
56611,1663
56612,1381
56613,1128
56614,1143
56615,1230
56616,1232
56617,1243
56618,970
56619,703
56620,629
56621,459
56622,403
56623,384
56624,641
56625,909
56626,809
56627,669
56628,429
56629,326
56630,475
56631,111
56632,18
56633,-99
56634,-173
56635,-175
56636,-356
56637,-507
56638,-615
56639,-590
56640,-340
56641,-344
56642,-372
56643,-444
56644,-462
56645,-478
56646,-834
56647,-929
56648,-846
56649,-1035
56650,-1230
56651,-1481
56652,-1833
56653,-1783
56654,-1664
56655,-1745
56656,-1926
56657,-1949
56658,-1936
56659,-1927
56660,-1929
56661,-2181
56662,-2086
56663,-1775
56664,-1814
56665,-1930
56666,-2081
56667,-2207
56668,-1950
56669,-1922
56670,-2164
56671,-2298
56672,-2210
56673,-2118
56674,-2188
56675,-2024
56676,-2101
56677,-2276
56678,-2127
56679,-2155
56680,-2245
56681,-2372
56682,-2509
56683,-2704
56684,-2745
56685,-2921
56686,-3031
56687,-2935
56688,-2981
56689,-3145
56690,-3024
56691,-2952
56692,-2967
56693,-2780
56694,-2691
56695,-2574
56696,-2383
56697,-2023
56698,-1643
56699,-1388
56700,-1427
56701,-1272
56702,-930
56703,-689
56704,-411
56705,-312
56706,-531
56707,-533
56708,-436
56709,-317
56710,-145
56711,-61
56712,-132
56713,-216
56714,-236
56715,-355
56716,-192
56717,-44
56718,-129
56719,-230
56720,-395
56721,-711
56722,-735
56723,-891
56724,-1000
56725,-909
56726,-878
56727,-1248
56728,-1556
56729,-1594
56730,-1525
56731,-1283
56732,-1714
56733,-2216
56734,-1403
56735,-1089
56736,-1611
56737,-1762
56738,-1648
56739,-1509
56740,-1315
56741,-1248
56742,-1223
56743,-1249
56744,-994
56745,-854
56746,-949
56747,-843
56748,-775
56749,-786
56750,-862
56751,-999
56752,-1095
56753,-1146
56754,-1130
56755,-1116
56756,-1304
56757,-1192
56758,-1219
56759,-1067
56760,-846
56761,-966
56762,-585
56763,-172
56764,25
56765,187
56766,167
56767,208
56768,612
56769,841
56770,732
56771,875
56772,864
56773,872
56774,1019
56775,826
56776,609
56777,870
56778,944
56779,946
56780,1139
56781,1104
56782,1165
56783,1523
56784,1671
56785,1704
56786,1676
56787,1641
56788,1536
56789,1371
56790,1358
56791,1024
56792,1102
56793,1271
56794,818
56795,578
56796,555
56797,749
56798,970
56799,835
56800,539
56801,451
56802,578
56803,769
56804,815
56805,672
56806,705
56807,779
56808,736
56809,566
56810,415
56811,522
56812,744
56813,954
56814,1098
56815,1037
56816,1031
56817,1277
56818,1619
56819,1749
56820,1661
56821,1588
56822,1611
56823,1629
56824,1676
56825,1637
56826,1495
56827,1493
56828,1271
56829,1358
56830,1499
56831,1441
56832,1430
56833,1563
56834,1668
56835,1745
56836,1780
56837,1809
56838,1799
56839,1555
56840,1798
56841,1869
56842,1528
56843,1449
56844,1523
56845,1544
56846,1415
56847,1413
56848,1324
56849,1183
56850,1100
56851,716
56852,753
56853,1186
56854,1343
56855,1240
56856,1085
56857,1182
56858,1304
56859,846
56860,241
56861,494
56862,300
56863,379
56864,630
56865,-534
56866,35
56867,473
56868,-922
56869,338
56870,-168
56871,-2736
56872,-1273
56873,3381
56874,3237
56875,1330
56876,1546
56877,1842
56878,2025
56879,2034
56880,2004
56881,2113
56882,2187
56883,2273
56884,2155
56885,1995
56886,1777
56887,1858
56888,1916
56889,1886
56890,1963
56891,1857
56892,2073
56893,2232
56894,2100
56895,2098
56896,1757
56897,1555
56898,1827
56899,1783
56900,1612
56901,1478
56902,1459
56903,1562
56904,1716
56905,1810
56906,1697
56907,1948
56908,2222
56909,2274
56910,2262
56911,2107
56912,2245
56913,2399
56914,2429
56915,2252
56916,1828
56917,1789
56918,1777
56919,1814
56920,1814
56921,1492
56922,1496
56923,1479
56924,1647
56925,1686
56926,1442
56927,1745
56928,2014
56929,1891
56930,1796
56931,1829
56932,1793
56933,2071
56934,2402
56935,2625
56936,3120
56937,3487
56938,3656
56939,3936
56940,4161
56941,4269
56942,4168
56943,3968
56944,4604
56945,6960
56946,10338
56947,13509
56948,15212
56949,14902
56950,13359
56951,11155
56952,8828
56953,6320
56954,3627
56955,932
56956,-1677
56957,-4212
56958,-6746
56959,-9408
56960,-12445
56961,-16283
56962,-22038
56963,-29912
56964,-32767
56965,-32731
56966,-32768
56967,-32765
56968,-32768
56969,-32767
56970,-32766
56971,-32765
56972,-32449
56973,-30477
56974,-26904
56975,-24311
56976,-21504
56977,-17951
56978,-14419
56979,-10162
56980,-5734
56981,-1027
56982,3720
56983,7738
56984,11552
56985,15379
56986,18456
56987,20800
56988,22623
56989,23285
56990,23250
56991,22442
56992,20873
56993,19059
56994,16724
56995,14289
56996,11952
56997,10289
56998,9026
56999,7779
57000,6850
57001,5817
57002,4971
57003,4384
57004,3990
57005,3298
57006,2329
57007,1479
57008,776
57009,-2
57010,-1039
57011,-1831
57012,-2543
57013,-2962
57014,-3171
57015,-3643
57016,-4117
57017,-4440
57018,-4271
57019,-3898
57020,-3617
57021,-3428
57022,-3009
57023,-2793
57024,-2634
57025,-2326
57026,-2308
57027,-2124
57028,-1807
57029,-1566
57030,-1242
57031,-984
57032,-430
57033,274
57034,1085
57035,1847
57036,2495
57037,3364
57038,4229
57039,4968
57040,5702
57041,6574
57042,7383
57043,8186
57044,8752
57045,9140
57046,9529
57047,9777
57048,9960
57049,10061
57050,10070
57051,9952
57052,9800
57053,9498
57054,9139
57055,8804
57056,8518
57057,8383
57058,7742
57059,6622
57060,5626
57061,5045
57062,4891
57063,4334
57064,3152
57065,1980
57066,1196
57067,588
57068,-127
57069,-1050
57070,-1983
57071,-2689
57072,-3064
57073,-3507
57074,-3890
57075,-4551
57076,-5118
57077,-5411
57078,-5731
57079,-5876
57080,-6056
57081,-6212
57082,-6209
57083,-6094
57084,-6011
57085,-6088
57086,-5900
57087,-5430
57088,-5025
57089,-4720
57090,-4468
57091,-3922
57092,-3532
57093,-3230
57094,-2983
57095,-2698
57096,-2470
57097,-2437
57098,-2360
57099,-2099
57100,-1690
57101,-1525
57102,-1195
57103,-724
57104,-556
57105,-296
57106,77
57107,340
57108,504
57109,649
57110,1039
57111,1288
57112,1561
57113,1723
57114,1902
57115,2012
57116,1832
57117,1484
57118,1486
57119,1832
57120,1724
57121,1634
57122,1566
57123,1409
57124,1468
57125,1419
57126,1209
57127,1162
57128,997
57129,1149
57130,1040
57131,631
57132,619
57133,365
57134,351
57135,315
57136,368
57137,268
57138,34
57139,13
57140,50
57141,169
57142,258
57143,314
57144,359
57145,113
57146,53
57147,369
57148,479
57149,604
57150,960
57151,728
57152,570
57153,753
57154,853
57155,972
57156,1278
57157,1772
57158,2011
57159,2044
57160,2313
57161,2329
57162,2338
57163,2290
57164,2368
57165,2353
57166,2023
57167,1883
57168,1731
57169,1533
57170,1469
57171,930
57172,539
57173,439
57174,259
57175,328
57176,98
57177,-34
57178,-97
57179,-72
57180,119
57181,-52
57182,56
57183,90
57184,-148
57185,-682
57186,-1135
57187,-559
57188,-281
57189,-836
57190,-1593
57191,-1863
57192,-1797
57193,-1953
57194,-2132
57195,-2211
57196,-2306
57197,-2360
57198,-2428
57199,-2715
57200,-3002
57201,-2980
57202,-3025
57203,-3005
57204,-3117
57205,-3170
57206,-3248
57207,-3372
57208,-3369
57209,-3248
57210,-3026
57211,-2905
57212,-2663
57213,-2363
57214,-2224
57215,-2104
57216,-1859
57217,-1721
57218,-1442
57219,-1009
57220,-984
57221,-1059
57222,-825
57223,-455
57224,-143
57225,-39
57226,160
57227,570
57228,784
57229,1157
57230,1364
57231,1277
57232,1258
57233,1271
57234,1432
57235,1709
57236,1410
57237,1264
57238,1293
57239,1079
57240,862
57241,823
57242,896
57243,666
57244,549
57245,448
57246,154
57247,97
57248,48
57249,204
57250,255
57251,266
57252,531
57253,533
57254,429
57255,376
57256,499
57257,577
57258,598
57259,801
57260,809
57261,516
57262,365
57263,216
57264,165
57265,244
57266,49
57267,19
57268,122
57269,80
57270,250
57271,370
57272,266
57273,239
57274,280
57275,169
57276,23
57277,240
57278,232
57279,-48
57280,-211
57281,-213
57282,-285
57283,-284
57284,-252
57285,-490
57286,-745
57287,-820
57288,-700
57289,-800
57290,-911
57291,-572
57292,-307
57293,-366
57294,-477
57295,-336
57296,-46
57297,13
57298,60
57299,241
57300,224
57301,95
57302,80
57303,-107
57304,-257
57305,-241
57306,-233
57307,-323
57308,-321
57309,-408
57310,-482
57311,-231
57312,-251
57313,-228
57314,-92
57315,-87
57316,-170
57317,-306
57318,-241
57319,-420
57320,-625
57321,-653
57322,-655
57323,-649
57324,-990
57325,-1264
57326,-1379
57327,-1542
57328,-1460
57329,-1412
57330,-1524
57331,-1552
57332,-1494
57333,-1460
57334,-1453
57335,-1568
57336,-1536
57337,-1415
57338,-1583
57339,-1461
57340,-1367
57341,-1577
57342,-1501
57343,-1628
57344,-1700
57345,-1670
57346,-1562
57347,-1463
57348,-1457
57349,-1316
57350,-1298
57351,-1191
57352,-819
57353,-440
57354,-136
57355,-32
57356,201
57357,610
57358,611
57359,621
57360,672
57361,901
57362,1200
57363,1273
57364,1339
57365,1275
57366,1277
57367,1309
57368,1427
57369,1740
57370,1908
57371,1866
57372,1945
57373,2160
57374,2203
57375,2218
57376,2270
57377,2437
57378,2577
57379,2585
57380,2410
57381,2228
57382,1997
57383,1942
57384,1849
57385,1837
57386,1855
57387,1856
57388,1790
57389,1572
57390,1545
57391,1380
57392,1549
57393,1870
57394,1857
57395,1768
57396,1305
57397,991
57398,798
57399,621
57400,389
57401,92
57402,99
57403,-221
57404,-559
57405,-707
57406,-867
57407,-751
57408,-827
57409,-683
57410,-729
57411,-963
57412,-1211
57413,-1208
57414,-1389
57415,-1587
57416,-1434
57417,-1503
57418,-1541
57419,-1720
57420,-2001
57421,-2304
57422,-2236
57423,-2171
57424,-2162
57425,-2025
57426,-2007
57427,-1978
57428,-1892
57429,-1868
57430,-1656
57431,-1304
57432,-1176
57433,-1047
57434,-826
57435,-971
57436,-1122
57437,-1094
57438,-885
57439,-897
57440,-975
57441,-676
57442,-567
57443,-606
57444,-453
57445,-482
57446,-326
57447,-188
57448,26
57449,164
57450,71
57451,58
57452,163
57453,219
57454,87
57455,-148
57456,-128
57457,87
57458,18
57459,-179
57460,-304
57461,-261
57462,-136
57463,25
57464,87
57465,-8
57466,95
57467,199
57468,127
57469,-20
57470,-168
57471,-385
57472,-202
57473,-52
57474,-308
57475,-480
57476,-608
57477,-804
57478,-870
57479,-689
57480,-434
57481,-459
57482,-467
57483,-457
57484,-474
57485,-513
57486,-515
57487,-435
57488,-465
57489,-511
57490,-565
57491,-824
57492,-876
57493,-805
57494,-816
57495,-723
57496,-624
57497,-353
57498,-171
57499,-209
57500,-46
57501,-205
57502,-110
57503,173
57504,458
57505,665
57506,506
57507,675
57508,668
57509,465
57510,311
57511,554
57512,1103
57513,1575
57514,1721
57515,1655
57516,1774
57517,1852
57518,1902
57519,2249
57520,2478
57521,2563
57522,2729
57523,2627
57524,2307
57525,2091
57526,1900
57527,1857
57528,1902
57529,1815
57530,1573
57531,1191
57532,896
57533,740
57534,726
57535,547
57536,171
57537,286
57538,84
57539,-211
57540,-486
57541,-690
57542,-653
57543,-506
57544,-326
57545,-234
57546,-570
57547,-719
57548,-735
57549,-967
57550,-906
57551,-744
57552,-532
57553,-629
57554,-834
57555,-1018
57556,-1123
57557,-947
57558,-524
57559,-329
57560,-14
57561,15
57562,-246
57563,-276
57564,-453
57565,-332
57566,60
57567,453
57568,457
57569,312
57570,279
57571,11
57572,-13
57573,308
57574,374
57575,532
57576,507
57577,263
57578,77
57579,-443
57580,-489
57581,-250
57582,-384
57583,-540
57584,-758
57585,-1003
57586,-1267
57587,-1012
57588,-736
57589,-923
57590,-862
57591,-755
57592,-696
57593,-557
57594,-601
57595,-584
57596,-606
57597,-703
57598,-548
57599,-424
57600,-434
57601,-676
57602,-797
57603,-670
57604,-527
57605,-282
57606,-243
57607,25
57608,228
57609,243
57610,220
57611,195
57612,334
57613,445
57614,745
57615,885
57616,638
57617,323
57618,122
57619,3
57620,-12
57621,63
57622,-52
57623,-101
57624,-16
57625,-325
57626,-590
57627,-609
57628,-697
57629,-625
57630,-435
57631,-498
57632,-692
57633,-907
57634,-911
57635,-723
57636,-565
57637,-467
57638,-228
57639,91
57640,26
57641,-186
57642,-108
57643,-123
57644,47
57645,100
57646,130
57647,271
57648,94
57649,-59
57650,-246
57651,-499
57652,-445
57653,-194
57654,153
57655,156
57656,-71
57657,-250
57658,-404
57659,-304
57660,16
57661,204
57662,521
57663,520
57664,343
57665,-22
57666,-179
57667,-6
57668,20
57669,103
57670,-77
57671,-339
57672,-536
57673,-831
57674,-1032
57675,-834
57676,-518
57677,-383
57678,-346
57679,-496
57680,-832
57681,-1079
57682,-1000
57683,-723
57684,-705
57685,-723
57686,-596
57687,-591
57688,-846
57689,-903
57690,-814
57691,-842
57692,-381
57693,-144
57694,-138
57695,-48
57696,-163
57697,-43
57698,157
57699,448
57700,734
57701,744
57702,740
57703,758
57704,716
57705,883
57706,839
57707,872
57708,1261
57709,1453
57710,1491
57711,1496
57712,1662
57713,1726
57714,1684
57715,2194
57716,2316
57717,2186
57718,2250
57719,2017
57720,1774
57721,1425
57722,1086
57723,1130
57724,1157
57725,1018
57726,712
57727,519
57728,335
57729,16
57730,113
57731,106
57732,-135
57733,-30
57734,-71
57735,-288
57736,-343
57737,-653
57738,-736
57739,-795
57740,-971
57741,-833
57742,-821
57743,-891
57744,-872
57745,-811
57746,-974
57747,-694
57748,-145
57749,216
57750,580
57751,733
57752,696
57753,982
57754,1189
57755,1408
57756,1661
57757,1528
57758,1365
57759,1249
57760,1143
57761,921
57762,891
57763,1101
57764,1252
57765,995
57766,628
57767,446
57768,360
57769,436
57770,493
57771,670
57772,834
57773,693
57774,564
57775,134
57776,73
57777,442
57778,434
57779,435
57780,162
57781,-221
57782,-521
57783,-883
57784,-891
57785,-1010
57786,-1036
57787,-789
57788,-916
57789,-965
57790,-1535
57791,-1910
57792,-1706
57793,-1875
57794,-1944
57795,-1945
57796,-2089
57797,-2476
57798,-2952
57799,-3060
57800,-3122
57801,-3124
57802,-2966
57803,-2768
57804,-2818
57805,-2808
57806,-2882
57807,-2689
57808,-2407
57809,-2080
57810,-1546
57811,-1305
57812,-1178
57813,-1332
57814,-1447
57815,-1583
57816,-1686
57817,-1466
57818,-1259
57819,-1319
57820,-1420
57821,-1486
57822,-1426
57823,-1384
57824,-1135
57825,-984
57826,-952
57827,-796
57828,-866
57829,-931
57830,-1030
57831,-1251
57832,-1041
57833,-818
57834,-636
57835,-414
57836,-670
57837,-614
57838,-412
57839,-456
57840,-172
57841,110
57842,472
57843,790
57844,862
57845,625
57846,475
57847,814
57848,889
57849,1017
57850,1566
57851,1636
57852,1367
57853,1218
57854,1443
57855,1564
57856,1625
57857,2105
57858,2453
57859,2549
57860,2565
57861,2452
57862,2367
57863,2424
57864,2680
57865,3366
57866,3464
57867,3063
57868,2805
57869,2559
57870,2582
57871,2499
57872,2701
57873,3054
57874,2729
57875,2371
57876,2166
57877,2096
57878,2191
57879,2104
57880,2287
57881,2272
57882,2115
57883,2154
57884,1738
57885,1219
57886,993
57887,546
57888,465
57889,342
57890,-229
57891,-887
57892,-1722
57893,-2191
57894,-2414
57895,-2671
57896,-2887
57897,-3105
57898,-3343
57899,-3985
57900,-4731
57901,-5444
57902,-5905
57903,-6238
57904,-6489
57905,-6830
57906,-7218
57907,-7501
57908,-7786
57909,-8182
57910,-8496
57911,-8675
57912,-8459
57913,-8370
57914,-8532
57915,-8464
57916,-8331
57917,-8288
57918,-8264
57919,-8375
57920,-8460
57921,-8611
57922,-8807
57923,-8725
57924,-8637
57925,-8591
57926,-8245
57927,-7697
57928,-7318
57929,-6713
57930,-6285
57931,-5830
57932,-5002
57933,-4578
57934,-4537
57935,-4654
57936,-4607
57937,-4128
57938,-3585
57939,-3490
57940,-3822
57941,-4267
57942,-4418
57943,-4358
57944,-3932
57945,-3023
57946,-1643
57947,13
57948,1632
57949,1701
57950,-803
57951,-3820
57952,-4567
57953,-4044
57954,-4241
57955,-4280
57956,-2716
57957,3
57958,3385
57959,7558
57960,12502
57961,18063
57962,23416
57963,27540
57964,30612
57965,32504
57966,32657
57967,32344
57968,32458
57969,32397
57970,32334
57971,32345
57972,32282
57973,32263
57974,32234
57975,32191
57976,32168
57977,32073
57978,30903
57979,26025
57980,18617
57981,11893
57982,4756
57983,-2488
57984,-9082
57985,-15178
57986,-20797
57987,-25800
57988,-29954
57989,-32764
57990,-32724
57991,-32766
57992,-32765
57993,-32768
57994,-32767
57995,-32767
57996,-32766
57997,-32767
57998,-32766
57999,-32691
58000,-32084
58001,-30518
58002,-28726
58003,-27090
58004,-25069
58005,-23193
58006,-21102
58007,-18612
58008,-15970
58009,-13069
58010,-9881
58011,-6546
58012,-2662
58013,1903
58014,6372
58015,10845
58016,15620
58017,20581
58018,25293
58019,28955
58020,31215
58021,32482
58022,32745
58023,32454
58024,32514
58025,32494
58026,32394
58027,32013
58028,29951
58029,26485
58030,23396
58031,20126
58032,16754
58033,13572
58034,9761
58035,5913
58036,2130
58037,-1372
58038,-4270
58039,-6858
58040,-8744
58041,-10078
58042,-11554
58043,-13365
58044,-15340
58045,-16226
58046,-16383
58047,-16253
58048,-15941
58049,-16090
58050,-16182
58051,-15670
58052,-14557
58053,-13421
58054,-12098
58055,-10060
58056,-7696
58057,-5376
58058,-3575
58059,-2033
58060,-218
58061,1799
58062,4841
58063,8641
58064,12105
58065,14667
58066,17153
58067,19821
58068,22181
58069,23866
58070,25524
58071,27433
58072,29155
58073,30128
58074,29226
58075,27618
58076,25883
58077,23901
58078,21746
58079,18804
58080,15172
58081,10840
58082,5906
58083,1028
58084,-3854
58085,-8689
58086,-13121
58087,-16949
58088,-20329
58089,-23973
58090,-27318
58091,-29907
58092,-31927
58093,-32692
58094,-32766
58095,-32762
58096,-32593
58097,-31855
58098,-30865
58099,-29698
58100,-28017
58101,-26371
58102,-23986
58103,-21362
58104,-19225
58105,-17498
58106,-15425
58107,-12785
58108,-10061
58109,-7196
58110,-4870
58111,-2763
58112,-362
58113,1757
58114,3931
58115,6030
58116,7714
58117,9530
58118,11134
58119,12277
58120,12689
58121,12643
58122,12354
58123,11957
58124,11795
58125,11090
58126,9864
58127,8591
58128,7324
58129,5483
58130,3601
58131,2162
58132,899
58133,-144
58134,-1156
58135,-2476
58136,-3780
58137,-4911
58138,-5536
58139,-5708
58140,-5857
58141,-5810
58142,-5722
58143,-5495
58144,-5131
58145,-4247
58146,-2973
58147,-1642
58148,-322
58149,862
58150,2084
58151,3301
58152,4583
58153,5566
58154,6491
58155,7150
58156,7575
58157,8381
58158,8922
58159,9129
58160,9594
58161,9816
58162,9602
58163,9510
58164,9121
58165,8361
58166,7477
58167,6618
58168,5337
58169,4468
58170,3704
58171,2437
58172,1470
58173,-20
58174,-1842
58175,-3017
58176,-4225
58177,-5175
58178,-5689
58179,-6132
58180,-6585
58181,-7246
58182,-7528
58183,-7685
58184,-7744
58185,-7373
58186,-6802
58187,-6116
58188,-5681
58189,-5436
58190,-5185
58191,-5030
58192,-4460
58193,-3621
58194,-3053
58195,-2454
58196,-1663
58197,-949
58198,-372
58199,-27
58200,397
58201,766
58202,1387
58203,2426
58204,2942
58205,2991
58206,2615
58207,2506
58208,3131
58209,3694
58210,3968
58211,3965
58212,3718
58213,3661
58214,3480
58215,2977
58216,2779
58217,2528
58218,2312
58219,2167
58220,1528
58221,1123
58222,217
58223,-524
58224,30
58225,254
58226,71
58227,103
58228,79
58229,185
58230,176
58231,102
58232,157
58233,312
58234,913
58235,1247
58236,1571
58237,1672
58238,1459
58239,1613
58240,1754
58241,2215
58242,2815
58243,2927
58244,3059
58245,2735
58246,2302
58247,2341
58248,2104
58249,2148
58250,2125
58251,1805
58252,1740
58253,1568
58254,1511
58255,1174
58256,1002
58257,984
58258,936
58259,1105
58260,1011
58261,680
58262,503
58263,47
58264,-246
58265,-378
58266,-549
58267,-269
58268,-475
58269,-912
58270,-984
58271,-1388
58272,-1304
58273,-965
58274,-959
58275,-821
58276,-773
58277,-760
58278,-690
58279,-852
58280,-942
58281,-844
58282,-583
58283,-558
58284,-456
58285,-438
58286,-902
58287,-1141
58288,-1133
58289,-1091
58290,-874
58291,-631
58292,-424
58293,-539
58294,-665
58295,-841
58296,-733
58297,-429
58298,-263
58299,-86
58300,-130
58301,-251
58302,-489
58303,-461
58304,-347
58305,-353
58306,35
58307,273
58308,320
58309,203
58310,182
58311,-216
58312,-180
58313,75
58314,-69
58315,-37
58316,-428
58317,-720
58318,-837
58319,-1099
58320,-1095
58321,-1248
58322,-1309
58323,-1357
58324,-1456
58325,-1639
58326,-2086
58327,-2470
58328,-2244
58329,-2055
58330,-2077
58331,-1875
58332,-2046
58333,-2170
58334,-2016
58335,-1890
58336,-1598
58337,-1425
58338,-911
58339,-794
58340,-924
58341,-862
58342,-695
58343,-330
58344,-29
58345,-58
58346,-53
58347,373
58348,354
58349,285
58350,291
58351,257
58352,431
58353,287
58354,263
58355,156
58356,-119
58357,-67
58358,83
58359,80
58360,454
58361,734
58362,756
58363,1078
58364,979
58365,1009
58366,1199
58367,1204
58368,1656
58369,1985
58370,2062
58371,2001
58372,1872
58373,1919
58374,1735
58375,1772
58376,1882
58377,1730
58378,1766
58379,1585
58380,1163
58381,940
58382,1016
58383,1369
58384,1544
58385,1309
58386,1174
58387,880
58388,746
58389,656
58390,440
58391,795
58392,818
58393,963
58394,949
58395,513
58396,689
58397,978
58398,1188
58399,1220
58400,1017
58401,1259
58402,1219
58403,745
58404,336
58405,243
58406,-82
58407,-175
58408,90
58409,189
58410,-61
58411,-557
58412,-588
58413,-678
58414,-680
58415,-83
58416,337
58417,538
58418,420
58419,220
58420,173
58421,-178
58422,-186
58423,147
58424,421
58425,61
58426,-365
58427,-248
58428,-661
58429,-890
58430,-682
58431,-505
58432,-151
58433,-167
58434,-31
58435,13
58436,-284
58437,-438
58438,-425
58439,-58
58440,81
58441,-39
58442,44
58443,-163
58444,-615
58445,-614
58446,-465
58447,-514
58448,-433
58449,-502
58450,-565
58451,-976
58452,-1321
58453,-1450
58454,-1516
58455,-1498
58456,-1973
58457,-2166
58458,-2072
58459,-2639
58460,-3395
58461,-3730
58462,-2626
58463,-2086
58464,-2834
58465,-2722
58466,-2584
58467,-2669
58468,-2513
58469,-2763
58470,-2579
58471,-2052
58472,-2059
58473,-1766
58474,-1608
58475,-1611
58476,-1389
58477,-1297
58478,-1183
58479,-924
58480,-850
58481,-618
58482,-394
58483,-317
58484,-188
58485,-188
58486,-87
58487,125
58488,-59
58489,261
58490,223
58491,-115
58492,-29
58493,-228
58494,-300
58495,-301
58496,-367
58497,-384
58498,-524
58499,-562
58500,-844
58501,-1083
58502,-965
58503,-1296
58504,-996
58505,-1157
58506,-1544
58507,-1390
58508,-1307
58509,-1138
58510,-985
58511,-997
58512,-659
58513,-480
58514,-534
58515,-546
58516,-519
58517,-424
58518,-277
58519,179
58520,324
58521,178
58522,55
58523,162
58524,-142
58525,-96
58526,114
58527,252
58528,93
58529,-62
58530,222
58531,218
58532,209
58533,252
58534,-77
58535,278
58536,320
58537,332
58538,625
58539,558
58540,734
58541,646
58542,536
58543,608
58544,664
58545,690
58546,477
58547,554
58548,494
58549,116
58550,343
58551,276
58552,164
58553,192
58554,28
58555,-24
58556,-169
58557,-5
58558,108
58559,256
58560,196
58561,71
58562,277
58563,367
58564,124
58565,326
58566,496
58567,302
58568,292
58569,294
58570,238
58571,123
58572,266
58573,533
58574,539
58575,711
58576,988
58577,886
58578,858
58579,830
58580,941
58581,1229
58582,1290
58583,1002
58584,894
58585,690
58586,228
58587,164
58588,340
58589,181
58590,-61
58591,-29
58592,-56
58593,-6
58594,-152
58595,-86
58596,68
58597,357
58598,639
58599,648
58600,691
58601,398
58602,131
58603,333
58604,645
58605,633
58606,643
58607,597
58608,596
58609,565
58610,365
58611,221
58612,582
58613,1026
58614,1261
58615,1160
58616,1054
58617,924
58618,929
58619,1055
58620,980
58621,859
58622,984
58623,1161
58624,1188
58625,899
58626,745
58627,890
58628,1095
58629,1414
58630,1447
58631,1527
58632,1397
58633,950
58634,669
58635,962
58636,976
58637,899
58638,1261
58639,1294
58640,1040
58641,831
58642,890
58643,803
58644,1134
58645,1469
58646,1667
58647,1761
58648,1453
58649,1484
58650,1430
58651,1336
58652,1654
58653,1839
58654,1822
58655,1603
58656,1196
58657,894
58658,793
58659,792
58660,636
58661,446
58662,116
58663,-58
58664,-376
58665,-282
58666,-606
58667,-735
58668,-567
58669,-554
58670,-341
58671,-501
58672,-576
58673,-506
58674,-438
58675,-105
58676,-27
58677,91
58678,585
58679,883
58680,780
58681,532
58682,628
58683,736
58684,670
58685,835
58686,846
58687,443
58688,305
58689,246
58690,288
58691,173
58692,24
58693,343
58694,535
58695,425
58696,126
58697,112
58698,104
58699,-114
58700,-24
58701,128
58702,-53
58703,-498
58704,-439
58705,-620
58706,-759
58707,-523
58708,-643
58709,-481
58710,-368
58711,-642
58712,-511
58713,-59
58714,-57
58715,260
58716,594
58717,414
58718,390
58719,107
58720,22
58721,100
58722,52
58723,501
58724,875
58725,1017
58726,953
58727,635
58728,735
58729,521
58730,240
58731,432
58732,636
58733,588
58734,277
58735,-47
58736,-422
58737,-602
58738,-341
58739,151
58740,280
58741,511
58742,674
58743,467
58744,404
58745,151
58746,239
58747,539
58748,654
58749,364
58750,44
58751,-175
58752,-128
58753,-211
58754,-433
58755,-449
58756,-432
58757,-650
58758,-828
58759,-966
58760,-1275
58761,-1362
58762,-1257
58763,-1493
58764,-1780
58765,-1794
58766,-2188
58767,-2157
58768,-2350
58769,-2472
58770,-2239
58771,-2251
58772,-2270
58773,-2019
58774,-1899
58775,-1758
58776,-1344
58777,-1115
58778,-708
58779,-265
58780,125
58781,303
